transactionID,carrierID,customerID,amount,date
2069,3,969,9.71,2006-04-20 19:42:14
2070,3,613,10.49,2007-06-07 02:49:21
2071,2,83,19.71,2008-03-22 06:51:31
2072,1,467,18.26,2005-06-28 04:39:34
2073,1,194,13.61,2006-11-21 23:08:28
2074,1,93,12.39,2008-11-22 04:00:35
2075,3,986,9.85,2007-01-10 12:02:28
2076,1,560,12.41,2008-07-10 13:10:36
2077,1,545,13.47,2005-12-24 18:38:05
2078,1,67,17.17,2005-10-26 12:25:09
2079,2,421,12.11,2009-02-19 13:33:10
2080,1,395,18.96,2009-10-20 00:15:09
2081,2,964,17.25,2005-05-08 17:31:27
2082,1,776,9.17,2008-10-07 22:16:05
2083,2,534,17.95,2006-11-02 23:49:29
2084,3,563,12.07,2006-10-26 05:57:20
2085,2,56,5.14,2006-03-30 18:06:03
2086,1,730,12.55,2005-01-20 02:47:04
2087,2,963,6.65,2009-01-24 12:09:14
2088,3,583,5.5,2009-03-09 14:21:00
2089,2,320,11.0,2007-09-07 12:46:42
2090,2,295,12.7,2009-01-16 18:45:02
2091,1,111,15.96,2005-03-21 15:38:21
2092,1,122,17.2,2006-02-24 16:52:04
2093,1,497,14.53,2008-11-27 04:36:11
2094,2,863,7.97,2006-04-18 12:33:48
2095,2,344,13.21,2009-11-24 13:42:43
2096,1,278,11.94,2005-01-18 18:19:09
2097,3,615,7.14,2007-01-22 01:39:23
2098,3,406,15.58,2006-02-23 14:09:27
2099,2,350,12.74,2008-09-15 00:52:12
2100,3,849,16.92,2009-11-29 07:47:09
2101,2,864,13.56,2006-04-17 03:58:59
2102,1,16,12.77,2007-08-14 18:31:07
2103,2,512,15.13,2007-06-28 08:32:43
2104,1,287,10.63,2008-10-15 20:50:15
2105,1,516,11.02,2009-11-10 11:47:45
2106,3,25,11.58,2009-07-16 12:05:23
2107,3,459,9.89,2008-11-25 15:12:15
2108,3,582,17.87,2008-02-21 00:11:10
2109,3,665,10.68,2009-07-18 04:20:49
2110,1,80,17.14,2006-10-08 14:18:50
2111,1,115,7.13,2009-04-19 05:59:28
2112,2,792,8.81,2009-04-10 22:34:16
2113,2,462,17.62,2008-01-20 14:57:27
2114,3,164,10.02,2009-01-02 00:44:50
2115,2,829,17.42,2006-08-26 05:45:35
2116,2,686,19.81,2008-12-27 13:58:03
2117,2,359,17.32,2006-12-02 19:37:44
2118,1,842,7.08,2007-05-23 18:03:39
2119,3,771,18.71,2007-05-26 09:26:41
2120,1,245,8.99,2006-01-12 17:28:46
2121,3,934,19.66,2008-11-13 13:45:31
2122,3,706,17.95,2006-08-08 22:16:22
2123,3,542,5.67,2009-07-30 15:24:24
2124,3,212,13.81,2008-06-14 04:20:42
2125,2,512,7.61,2006-04-25 16:39:02
2126,3,356,13.33,2008-09-16 08:36:40
2127,1,886,15.45,2007-08-26 19:24:53
2128,2,28,11.38,2008-08-09 15:07:45
2129,3,732,14.97,2006-05-21 10:20:52
2130,1,102,13.0,2007-05-29 02:13:26
2131,2,636,5.09,2006-02-15 02:37:11
2132,3,257,9.08,2007-07-09 22:34:02
2133,1,205,6.36,2005-12-08 14:41:53
2134,3,131,7.88,2005-09-14 09:57:16
2135,2,284,16.32,2008-05-19 14:42:33
2136,3,31,16.58,2007-06-24 12:57:58
2137,2,689,16.16,2005-11-21 06:25:42
2138,2,354,13.05,2006-11-27 19:51:04
2139,2,429,18.2,2007-09-24 09:10:40
2140,1,424,9.17,2007-06-26 21:39:31
2141,1,856,11.16,2006-05-14 14:11:38
2142,2,196,14.41,2005-02-20 16:51:03
2143,3,975,6.79,2009-07-23 01:49:30
2144,1,963,15.65,2008-12-19 13:19:31
2145,1,485,7.98,2007-08-11 17:02:12
2146,1,246,17.91,2007-03-17 06:42:24
2147,2,147,19.13,2008-09-16 07:32:39
2148,2,521,18.23,2005-11-23 18:59:35
2149,1,914,5.85,2008-03-03 15:26:56
2150,1,137,9.87,2008-10-28 10:29:28
2151,2,546,11.72,2007-06-10 20:03:46
2152,3,499,5.44,2006-01-21 10:25:56
2153,3,642,15.39,2008-04-19 13:27:34
2154,1,688,5.53,2007-02-14 14:12:12
2155,2,328,19.65,2006-03-28 23:44:28
2156,3,852,12.42,2008-10-01 19:08:58
2157,1,479,16.86,2005-12-22 19:09:24
2158,1,598,13.31,2009-11-03 03:46:17
2159,3,566,12.46,2005-04-10 07:17:57
2160,2,678,5.85,2007-10-07 15:00:38
2161,2,643,16.8,2008-03-28 09:00:26
2162,3,52,8.15,2005-01-17 18:43:53
2163,3,435,9.72,2008-07-11 10:02:56
2164,3,151,13.01,2006-03-29 06:41:38
2165,2,958,17.68,2009-03-24 08:43:46
2166,2,75,15.93,2005-08-10 01:36:28
2167,3,249,7.49,2008-10-23 07:18:38
2168,2,525,9.55,2008-02-12 19:41:05
2169,3,667,11.6,2007-03-01 12:01:24
2170,3,297,13.85,2009-01-11 12:59:55
2171,1,227,10.78,2005-04-07 15:34:29
2172,1,329,7.49,2008-01-13 04:38:39
2173,2,898,7.79,2007-12-26 10:27:25
2174,1,931,10.43,2007-01-26 10:02:50
2175,3,492,11.52,2008-02-06 15:25:34
2176,1,279,11.28,2008-02-09 10:57:11
2177,2,465,12.0,2006-08-22 17:13:47
2178,3,322,12.53,2005-10-26 00:54:51
2179,2,6,14.11,2006-11-25 23:21:31
2180,1,984,15.36,2009-04-13 22:26:20
2181,1,128,7.45,2006-04-06 03:45:33
2182,3,800,8.8,2006-10-20 23:47:40
2183,2,457,14.44,2008-07-01 22:09:00
2184,2,486,15.38,2005-10-08 21:57:12
2185,3,835,13.73,2009-05-19 06:29:00
2186,2,66,18.57,2009-03-01 11:05:36
2187,2,191,7.83,2008-09-19 06:42:48
2188,1,494,9.99,2007-09-24 13:34:42
2189,1,69,9.65,2007-09-02 12:04:33
2190,3,981,17.14,2008-04-08 18:38:07
2191,1,219,13.48,2008-08-30 21:33:24
2192,3,387,10.42,2007-03-03 06:43:24
2193,1,85,17.29,2007-09-06 07:27:47
2194,3,183,8.62,2007-02-04 21:41:16
2195,1,57,17.97,2005-08-17 12:15:47
2196,3,947,12.86,2008-09-23 04:05:05
2197,3,778,18.08,2006-11-10 02:36:47
2198,3,649,14.45,2008-01-09 21:33:21
2199,1,689,10.12,2005-04-27 23:48:34
2200,1,186,11.57,2008-04-02 19:34:56
2201,3,924,17.31,2009-06-15 09:01:18
2202,2,131,19.48,2009-10-16 15:10:48
2203,3,933,17.97,2007-09-25 17:18:10
2204,3,614,6.4,2009-12-22 22:20:54
2205,2,151,17.53,2009-08-16 12:01:00
2206,2,644,10.91,2009-07-26 11:47:28
2207,2,502,16.01,2007-11-28 00:19:30
2208,3,732,7.58,2007-05-20 19:55:05
2209,2,487,19.57,2005-01-20 12:22:53
2210,1,599,12.25,2005-05-24 21:25:37
2211,3,416,6.42,2009-01-26 00:25:17
2212,2,961,13.15,2007-01-14 07:25:01
2213,2,530,7.22,2008-10-04 20:18:52
2214,1,587,8.32,2009-03-03 20:50:52
2215,1,413,15.83,2007-02-25 02:43:56
2216,2,208,9.49,2008-11-03 22:34:30
2217,2,590,8.67,2008-05-27 05:55:01
2218,2,301,18.08,2006-10-02 09:18:11
2219,1,424,18.31,2005-08-21 10:41:39
2220,2,65,5.86,2009-04-26 08:29:10
2221,3,657,6.73,2009-05-24 05:01:13
2222,2,369,13.19,2006-06-06 02:42:47
2223,1,775,9.58,2006-12-12 18:48:59
2224,3,603,19.97,2007-05-08 14:08:19
2225,1,521,9.22,2007-06-03 12:12:54
2226,3,346,9.36,2007-05-22 22:12:28
2227,3,804,12.74,2009-10-02 19:05:19
2228,1,887,18.41,2008-02-28 07:21:01
2229,1,482,10.96,2005-05-17 20:28:37
2230,1,560,15.95,2008-07-08 10:49:14
2231,1,329,16.39,2008-02-11 11:31:14
2232,3,602,9.44,2005-12-27 05:10:26
2233,1,829,12.25,2007-02-06 10:40:15
2234,3,47,15.39,2009-06-07 01:00:50
2235,3,327,13.84,2006-08-08 10:20:51
2236,3,891,6.36,2005-07-13 13:55:47
2237,3,586,12.84,2005-12-15 01:51:27
2238,1,88,10.22,2006-03-16 10:30:28
2239,2,883,15.71,2007-07-18 14:06:20
2240,3,494,8.46,2005-01-11 18:58:43
2241,1,553,18.74,2006-11-04 18:30:06
2242,3,102,7.5,2006-04-30 05:32:06
2243,1,526,17.77,2007-06-04 16:17:09
2244,3,925,7.71,2006-12-23 18:06:40
2245,3,169,15.23,2009-08-05 20:39:33
2246,1,237,11.75,2009-01-16 17:15:53
2247,1,719,11.19,2005-03-02 10:01:03
2248,1,220,11.1,2007-10-03 16:14:05
2249,1,148,18.23,2005-07-21 17:10:33
2250,1,433,9.11,2009-10-06 00:50:25
2251,3,682,12.95,2009-03-06 17:38:41
2252,2,789,7.21,2008-01-10 12:57:24
2253,3,424,8.37,2006-12-04 02:39:34
2254,1,377,15.8,2008-03-18 00:49:57
2255,2,445,19.52,2009-01-28 22:46:56
2256,3,607,11.97,2007-07-04 16:56:16
2257,2,410,18.72,2007-11-16 22:00:43
2258,2,932,15.64,2009-08-24 14:07:49
2259,2,604,16.89,2009-11-29 17:35:31
2260,1,246,12.02,2005-07-12 11:15:22
2261,1,634,15.47,2008-09-16 14:19:22
2262,2,339,13.82,2007-09-12 05:12:11
2263,3,526,9.65,2005-05-24 06:55:58
2264,1,392,7.78,2008-02-28 17:04:29
2265,1,633,13.8,2005-06-11 09:31:44
2266,3,345,18.06,2007-08-24 00:13:56
2267,1,32,11.48,2007-09-22 23:17:46
2268,2,181,18.78,2006-02-10 03:04:00
2269,1,148,18.65,2005-10-24 06:38:36
2270,2,486,17.4,2008-09-28 05:18:52
2271,1,863,13.24,2006-10-07 04:06:25
2272,2,67,6.55,2008-05-23 12:15:15
2273,2,597,18.7,2009-06-11 13:53:38
2274,1,487,6.56,2007-03-30 03:20:24
2275,3,268,14.68,2008-04-14 20:59:27
2276,3,59,18.15,2007-06-23 08:29:50
2277,3,266,5.51,2009-02-08 10:17:50
2278,3,351,19.67,2006-01-31 12:13:26
2279,3,822,9.37,2006-04-25 15:34:48
2280,3,71,6.87,2006-05-15 03:55:02
2281,2,509,19.95,2005-02-15 02:17:16
2282,1,531,8.97,2007-06-20 19:43:53
2283,1,403,5.02,2007-11-28 08:44:55
2284,1,140,9.03,2008-10-02 05:13:11
2285,1,409,9.08,2006-06-05 02:09:59
2286,2,68,13.4,2007-08-21 01:15:25
2287,2,788,18.51,2009-04-26 08:16:05
2288,3,497,19.82,2008-01-22 09:10:20
2289,2,868,18.34,2005-10-11 00:28:26
2290,3,945,5.87,2005-11-17 02:00:27
2291,2,508,6.92,2005-03-12 21:06:15
2292,3,701,17.18,2009-04-16 06:09:16
2293,2,741,15.75,2005-04-22 23:15:39
2294,3,446,19.36,2009-01-07 05:12:54
2295,1,759,15.48,2005-11-10 03:57:43
2296,1,489,6.67,2007-08-06 02:45:23
2297,3,763,7.33,2008-04-20 23:17:21
2298,3,517,10.27,2007-09-10 10:49:34
2299,1,809,12.82,2008-09-16 16:45:40
2300,1,249,13.8,2005-03-08 05:14:37
2301,3,404,11.81,2005-04-23 16:51:54
2302,1,273,6.0,2006-03-03 10:49:05
2303,2,982,5.92,2008-04-15 22:01:43
2304,1,479,19.88,2009-04-12 21:27:49
2305,2,461,8.07,2005-10-08 12:34:55
2306,2,357,7.4,2008-04-10 19:14:04
2307,1,41,11.66,2007-10-25 14:48:03
2308,1,954,10.06,2006-12-15 07:13:02
2309,2,300,19.75,2006-07-14 16:47:56
2310,2,59,6.94,2008-12-16 16:26:40
2311,1,395,14.6,2008-04-03 21:13:42
2312,1,996,11.21,2006-05-21 19:57:25
2313,1,769,19.33,2006-05-02 17:30:41
2314,1,294,7.41,2008-04-10 04:26:08
2315,2,523,11.56,2009-11-22 19:54:27
2316,1,3,13.93,2006-08-01 14:04:06
2317,1,854,9.99,2006-09-13 01:43:40
2318,3,177,17.96,2009-04-28 12:13:31
2319,1,116,5.35,2007-08-28 06:28:40
2320,2,413,5.73,2005-04-30 12:15:34
2321,3,459,12.39,2006-02-22 05:49:57
2322,3,995,11.08,2008-05-06 17:10:29
2323,1,213,13.82,2008-02-12 14:17:55
2324,3,455,6.08,2007-02-28 17:59:26
2325,2,552,14.48,2006-12-19 22:22:57
2326,2,78,10.57,2006-12-10 00:45:45
2327,2,460,6.15,2007-11-26 16:40:12
2328,2,698,14.02,2009-10-08 21:26:03
2329,2,911,18.89,2006-02-09 08:18:09
2330,1,581,11.99,2009-04-15 15:45:16
2331,1,572,7.44,2007-06-18 00:19:55
2332,3,6,17.84,2007-05-10 18:42:56
2333,2,664,13.27,2007-01-17 17:13:16
2334,3,561,17.99,2005-07-24 05:41:46
2335,1,583,9.1,2008-05-26 21:45:29
2336,3,259,8.79,2007-01-08 01:05:02
2337,1,959,18.87,2006-10-21 00:49:54
2338,3,652,6.95,2005-01-08 11:02:24
2339,3,743,11.4,2009-11-13 17:38:23
2340,2,403,13.99,2008-04-27 16:34:38
2341,2,862,16.22,2005-11-19 04:26:45
2342,3,131,18.66,2005-07-16 22:35:22
2343,1,293,9.27,2009-03-05 19:37:44
2344,3,473,7.86,2006-04-28 14:18:02
2345,2,73,6.08,2007-02-28 21:09:56
2346,2,723,13.08,2009-08-24 21:02:41
2347,2,883,9.41,2009-07-24 06:57:22
2348,3,908,12.5,2009-08-24 14:33:04
2349,2,895,19.43,2007-04-03 01:24:54
2350,3,367,6.96,2007-01-31 04:11:23
2351,3,116,6.0,2005-06-02 01:16:27
2352,1,535,12.65,2006-04-19 09:41:22
2353,3,387,11.97,2006-11-18 09:45:21
2354,3,639,5.28,2008-06-20 14:21:32
2355,1,682,5.83,2009-10-31 05:17:56
2356,2,479,17.74,2005-10-13 02:43:35
2357,3,768,9.63,2006-04-24 21:54:12
2358,3,902,5.01,2006-07-16 14:06:58
2359,3,227,14.33,2005-06-18 17:24:13
2360,3,619,8.18,2009-07-03 01:36:14
2361,2,936,18.48,2007-03-20 13:16:36
2362,2,753,12.12,2005-08-03 15:57:42
2363,2,91,10.03,2006-10-23 14:49:19
2364,2,5,19.53,2008-09-27 18:18:51
2365,1,514,12.81,2006-11-28 15:01:58
2366,3,727,6.57,2006-01-30 17:17:01
2367,2,910,7.96,2005-06-19 09:55:27
2368,1,417,15.37,2005-07-09 12:02:48
2369,3,249,13.03,2007-07-02 02:12:13
2370,2,114,15.38,2008-01-02 21:24:36
2371,3,588,14.12,2005-10-03 17:50:35
2372,1,499,19.43,2007-07-21 22:16:35
2373,3,721,15.32,2008-10-22 08:51:35
2374,1,324,13.56,2009-02-09 08:43:35
2375,2,607,8.48,2009-07-06 11:41:46
2376,1,169,14.28,2007-07-20 23:07:30
2377,1,89,15.21,2008-06-19 22:32:00
2378,3,527,6.88,2006-04-26 03:16:31
2379,1,140,8.84,2007-03-07 12:35:02
2380,1,187,11.51,2008-07-04 22:23:38
2381,2,902,18.05,2005-03-16 16:00:09
2382,1,61,14.18,2006-10-29 21:19:30
2383,2,609,18.81,2009-04-08 22:49:00
2384,3,573,14.36,2007-04-14 03:49:28
2385,1,786,19.12,2008-07-25 12:38:46
2386,2,652,6.2,2008-11-20 18:25:40
2387,2,261,13.23,2006-05-19 21:20:16
2388,3,263,11.78,2006-06-03 15:28:35
2389,3,432,6.12,2009-08-28 05:46:58
2390,1,693,6.66,2007-12-17 22:41:31
2391,1,606,6.49,2006-02-23 19:14:51
2392,2,938,14.34,2007-04-23 14:15:15
2393,3,35,8.79,2006-06-03 06:18:19
2394,3,822,15.34,2009-12-02 08:26:44
2395,2,370,12.55,2007-08-22 03:10:59
2396,1,3,5.27,2009-05-20 14:59:50
2397,1,2,19.45,2009-11-13 08:38:55
2398,3,784,12.78,2006-05-06 07:49:35
2399,2,348,8.26,2008-08-21 09:02:39
2400,2,306,16.87,2007-02-24 13:43:12
2401,2,691,8.67,2007-08-01 00:01:00
2402,1,695,17.11,2009-07-06 19:19:57
2403,3,44,17.2,2009-03-01 11:52:13
2404,3,521,15.98,2006-08-05 02:48:39
2405,1,696,15.18,2007-12-18 15:42:23
2406,3,877,6.88,2009-01-05 15:30:41
2407,2,815,11.54,2006-01-25 23:54:46
2408,3,139,8.54,2007-07-04 15:30:59
2409,2,875,8.42,2007-08-20 09:24:30
2410,3,680,10.2,2005-01-15 14:23:19
2411,1,943,5.56,2005-10-21 23:48:44
2412,1,829,13.27,2006-04-07 18:43:35
2413,1,291,19.35,2006-01-17 22:34:50
2414,2,757,8.63,2008-12-01 08:35:39
2415,3,497,19.13,2008-07-08 06:21:17
2416,3,585,5.98,2006-06-30 02:01:03
2417,2,600,16.43,2008-12-27 07:43:21
2418,2,315,7.87,2008-09-30 14:33:45
2419,3,745,8.74,2005-03-02 08:28:41
2420,2,984,13.89,2006-06-25 20:53:04
2421,2,95,11.77,2006-10-09 07:43:13
2422,2,240,18.15,2009-09-13 11:55:54
2423,1,199,6.42,2006-08-03 10:40:20
2424,3,680,9.2,2008-03-25 20:46:43
2425,3,494,17.35,2006-04-15 09:40:44
2426,2,222,13.98,2005-01-15 07:20:00
2427,2,92,11.92,2007-06-06 21:16:15
2428,1,988,11.15,2005-10-02 16:14:54
2429,3,38,10.98,2008-04-21 07:58:46
2430,3,140,7.22,2009-02-03 01:29:19
2431,1,842,9.61,2006-12-22 21:06:38
2432,3,271,9.75,2005-01-02 18:02:41
2433,3,842,11.05,2006-08-14 09:03:57
2434,3,854,9.87,2005-12-11 05:00:43
2435,1,528,8.04,2009-10-16 23:44:30
2436,1,520,9.87,2007-05-06 03:58:37
2437,1,671,9.31,2007-01-12 09:58:24
2438,2,257,14.95,2008-01-27 03:08:56
2439,1,72,16.65,2008-11-01 03:00:27
2440,1,927,5.14,2008-04-02 07:42:05
2441,2,512,18.85,2009-06-02 10:42:20
2442,1,210,14.56,2005-11-28 08:13:52
2443,3,216,16.26,2005-11-15 01:27:47
2444,1,653,17.32,2009-05-23 05:38:34
2445,2,599,7.82,2005-12-02 08:43:14
2446,2,671,8.22,2007-12-07 15:49:51
2447,2,630,9.29,2008-02-08 05:07:22
2448,2,66,17.55,2006-05-14 00:04:25
2449,2,294,7.33,2009-12-29 21:09:16
2450,1,459,17.35,2005-12-02 14:07:14
2451,2,206,14.62,2009-10-15 00:00:03
2452,2,329,6.75,2008-01-17 19:50:28
2453,1,648,5.27,2009-06-08 18:19:01
2454,2,861,12.98,2006-07-16 07:57:59
2455,3,111,13.08,2005-06-30 01:20:24
2456,2,150,16.9,2007-10-16 00:25:06
2457,3,139,6.47,2007-02-25 10:08:24
2458,2,600,9.2,2008-11-17 16:25:53
2459,2,930,16.3,2008-08-20 11:44:26
2460,1,729,9.01,2007-03-04 16:14:27
2461,1,268,13.22,2006-06-15 23:40:16
2462,3,521,17.89,2007-05-03 05:20:57
2463,2,473,9.85,2009-03-19 17:01:20
2464,1,860,12.09,2008-02-12 02:49:21
2465,1,344,11.05,2006-03-25 06:31:36
2466,3,83,17.76,2009-08-22 18:14:21
2467,2,716,7.81,2009-01-16 06:29:03
2468,3,675,17.67,2007-05-17 04:40:19
2469,3,545,5.31,2009-08-29 05:50:10
2470,1,551,6.18,2009-11-05 19:30:10
2471,1,673,19.93,2009-07-14 07:58:08
2472,1,917,5.8,2008-01-01 00:13:46
2473,1,478,11.2,2007-10-14 08:32:15
2474,2,235,7.94,2008-07-23 17:02:19
2475,1,163,9.85,2008-11-20 10:27:25
2476,1,617,9.35,2008-01-17 05:04:53
2477,1,123,18.47,2008-09-26 06:14:07
2478,3,482,15.64,2009-11-19 20:39:38
2479,3,109,7.96,2008-09-14 00:12:51
2480,2,528,15.09,2005-04-10 10:09:15
2481,1,57,19.86,2007-11-01 23:22:49
2482,1,296,18.14,2008-06-29 16:19:27
2483,1,18,14.31,2008-10-11 06:15:06
2484,1,105,17.97,2006-11-03 06:23:22
2485,1,544,13.98,2005-06-19 22:17:16
2486,1,104,9.84,2007-04-05 18:03:12
2487,3,408,16.33,2009-04-27 18:17:21
2488,2,179,10.23,2007-07-18 11:02:01
2489,1,130,11.07,2006-05-20 06:41:10
2490,2,621,15.02,2006-04-17 12:46:36
2491,3,626,15.92,2007-07-06 01:41:58
2492,2,526,10.42,2008-01-13 16:07:29
2493,2,530,7.14,2008-05-22 00:03:45
2494,1,279,15.77,2008-08-19 12:32:31
2495,3,687,19.95,2007-01-22 10:17:50
2496,2,123,13.64,2008-03-17 03:42:59
2497,3,21,15.01,2005-05-14 14:52:51
2498,2,804,15.6,2005-09-13 10:29:02
2499,2,133,10.18,2008-04-07 03:12:44
2500,1,335,11.83,2005-12-29 01:14:29
2501,2,351,9.84,2005-01-14 05:31:49
2502,3,463,14.05,2008-07-17 17:54:42
2503,1,757,16.51,2006-06-13 17:45:40
2504,2,795,7.21,2008-11-18 23:51:06
2505,1,700,13.26,2008-06-10 08:12:11
2506,1,414,19.25,2009-02-08 07:47:56
2507,2,275,8.85,2009-04-22 09:49:02
2508,2,353,7.86,2006-10-18 02:36:31
2509,3,307,6.16,2007-01-27 21:25:45
2510,1,159,17.85,2006-01-07 05:45:00
2511,1,976,9.5,2006-09-18 11:34:49
2512,3,155,14.67,2008-03-03 13:21:53
2513,3,256,14.43,2005-10-19 21:01:56
2514,3,547,13.76,2005-08-02 21:24:19
2515,3,480,6.76,2009-06-28 10:18:08
2516,1,649,18.59,2008-08-14 18:50:52
2517,2,772,5.93,2009-08-13 05:26:39
2518,1,310,18.95,2007-06-02 10:56:38
2519,3,64,7.59,2006-11-13 08:39:09
2520,1,942,9.32,2008-03-25 07:26:18
2521,2,72,11.71,2008-05-22 11:02:39
2522,1,106,5.52,2008-02-16 08:46:08
2523,3,130,13.19,2007-10-21 19:54:26
2524,3,39,17.44,2005-08-06 22:37:26
2525,1,267,12.32,2005-05-17 10:28:59
2526,1,111,15.58,2005-09-15 12:43:34
2527,2,208,10.09,2007-08-25 18:35:27
2528,2,434,8.72,2009-10-25 21:35:56
2529,3,324,14.84,2005-09-02 18:55:41
2530,1,618,12.93,2009-01-17 03:00:54
2531,2,474,16.6,2005-06-06 10:07:10
2532,2,687,6.38,2009-01-16 06:33:51
2533,1,444,13.04,2009-12-28 14:40:57
2534,1,50,5.19,2005-08-17 20:19:37
2535,1,157,19.08,2008-06-18 01:26:08
2536,3,794,10.33,2009-09-17 12:23:56
2537,2,395,9.81,2007-03-29 15:52:13
2538,2,172,6.92,2005-12-10 02:11:36
2539,1,936,7.64,2008-03-17 13:37:02
2540,1,227,15.46,2005-12-29 03:48:45
2541,3,292,9.91,2009-08-16 05:28:16
2542,2,512,8.2,2005-09-12 22:11:51
2543,1,921,15.74,2008-01-06 02:59:25
2544,1,323,15.54,2007-10-20 06:29:35
2545,3,538,19.33,2005-10-12 11:46:25
2546,2,257,6.47,2007-12-03 18:01:30
2547,1,439,8.97,2009-11-20 20:01:24
2548,1,125,19.92,2008-03-27 14:28:22
2549,2,609,15.53,2007-04-04 17:23:06
2550,3,395,19.25,2007-04-03 23:53:02
2551,3,151,15.32,2005-04-07 14:32:53
2552,1,523,7.21,2006-07-21 00:37:44
2553,1,89,10.06,2006-10-18 12:04:36
2554,2,446,15.84,2007-02-19 03:49:41
2555,1,664,11.68,2008-06-22 21:00:57
2556,2,612,17.03,2009-09-26 16:59:01
2557,3,556,17.85,2006-04-05 05:46:27
2558,1,92,9.22,2009-12-01 08:17:15
2559,3,240,18.48,2008-02-26 21:06:49
2560,3,26,19.76,2008-07-25 01:23:52
2561,1,20,17.29,2009-04-01 15:22:50
2562,1,580,7.78,2007-06-21 11:12:51
2563,3,476,8.51,2005-08-19 10:23:25
2564,3,913,5.63,2005-04-04 06:15:58
2565,1,928,5.83,2007-06-12 14:19:45
2566,3,937,7.63,2006-12-15 21:27:07
2567,3,163,17.64,2009-05-26 22:48:01
2568,3,516,13.87,2007-10-22 13:21:13
2569,1,75,5.44,2009-08-14 21:06:57
2570,2,647,10.43,2007-08-29 00:05:46
2571,1,670,6.33,2006-04-16 14:04:33
2572,1,483,14.66,2008-11-09 05:14:15
2573,1,953,19.66,2006-10-14 01:37:29
2574,3,345,12.53,2007-10-22 05:09:23
2575,2,828,12.7,2008-11-05 09:22:33
2576,1,593,19.68,2008-09-19 01:43:45
2577,1,104,17.12,2009-06-19 04:39:30
2578,3,379,9.77,2008-07-22 12:33:41
2579,3,698,17.44,2006-02-15 22:14:18
2580,1,407,13.51,2008-06-17 12:14:49
2581,3,859,17.69,2006-05-14 05:22:53
2582,2,223,7.58,2009-09-15 23:40:11
2583,2,30,19.38,2009-09-22 10:18:03
2584,1,250,7.94,2007-04-27 01:57:44
2585,1,449,16.41,2009-10-24 19:31:01
2586,2,900,5.69,2009-12-20 23:05:04
2587,1,194,12.09,2005-10-20 04:24:18
2588,2,809,16.33,2006-05-18 01:14:26
2589,1,240,14.78,2009-08-30 22:43:26
2590,1,570,10.32,2005-11-23 00:48:15
2591,3,902,12.37,2007-02-28 22:07:26
2592,3,393,14.36,2009-10-18 01:07:11
2593,2,35,15.68,2005-12-14 13:56:31
2594,3,200,17.96,2005-11-08 03:01:48
2595,3,828,11.62,2008-08-09 13:18:21
2596,3,15,10.7,2006-04-29 17:26:24
2597,3,390,17.42,2005-07-08 08:46:53
2598,2,286,11.08,2005-03-13 11:36:05
2599,1,508,12.21,2006-11-16 06:41:57
2600,1,23,11.51,2009-06-10 23:44:50
2601,3,60,6.57,2006-08-01 16:31:47
2602,1,797,16.09,2009-02-10 21:36:50
2603,2,608,9.39,2008-02-15 16:56:23
2604,1,221,19.92,2009-01-06 06:23:32
2605,2,364,5.47,2009-09-18 16:16:44
2606,2,730,18.03,2006-07-11 14:39:32
2607,1,72,14.32,2008-11-11 04:10:35
2608,1,46,19.67,2008-11-22 03:42:28
2609,1,767,9.74,2009-06-27 16:28:13
2610,2,603,17.51,2009-05-01 16:58:36
2611,1,9,16.07,2005-02-17 15:13:58
2612,2,360,8.14,2009-01-14 11:41:33
2613,1,153,9.21,2005-05-11 08:18:12
2614,2,382,10.1,2008-10-24 22:17:11
2615,3,753,5.79,2009-09-08 04:56:50
2616,1,292,13.73,2006-11-03 12:43:31
2617,3,757,8.81,2005-11-01 18:58:14
2618,3,386,16.6,2005-08-10 15:19:25
2619,2,615,7.91,2008-05-15 15:48:13
2620,3,414,17.61,2006-08-15 07:59:59
2621,1,8,11.71,2005-05-21 05:57:48
2622,3,415,8.5,2008-11-23 23:16:02
2623,2,792,7.95,2008-12-04 10:32:16
2624,3,492,10.53,2007-10-09 09:18:54
2625,3,256,12.68,2009-05-24 13:43:44
2626,1,78,18.4,2009-12-26 17:30:58
2627,2,912,18.16,2005-01-17 03:06:30
2628,1,626,13.82,2009-04-22 00:39:16
2629,3,893,6.02,2008-06-20 02:21:52
2630,1,71,8.12,2007-10-05 17:24:40
2631,3,154,8.94,2006-11-08 13:22:42
2632,3,510,9.92,2005-10-20 09:27:15
2633,1,279,18.57,2006-02-12 06:19:41
2634,2,639,13.86,2006-11-26 16:04:19
2635,3,158,16.04,2009-03-23 18:49:16
2636,2,445,9.52,2008-12-18 13:22:49
2637,1,475,16.37,2009-03-11 22:42:07
2638,1,295,6.26,2008-08-06 23:10:39
2639,1,54,6.07,2009-01-25 00:16:32
2640,1,2,18.22,2006-04-11 14:12:26
2641,2,944,19.37,2009-05-30 21:30:05
2642,2,896,18.06,2007-10-22 01:59:34
2643,2,121,18.07,2009-04-09 16:56:17
2644,3,386,8.71,2008-12-04 23:59:51
2645,3,452,18.0,2005-07-21 16:04:29
2646,2,775,17.79,2008-12-28 04:16:59
2647,1,584,5.53,2006-08-14 14:36:46
2648,3,168,6.57,2009-05-26 18:11:31
2649,3,934,12.13,2008-11-21 07:20:25
2650,3,966,10.11,2009-01-17 11:31:50
